50 0.011529 
62 10.333333 
77 25.666667 
96 32.000000 
120 60.000000 
150 50.000000 
187 62.333333 
233 58.250000 
291 72.750000 
363 90.750000 
453 90.600000 
566 113.200000 
707 141.400000 
883 147.166667 
1103 157.571429 
1378 196.857143 
1722 215.250000 
2152 269.000000 
2690 298.888889 
3362 336.200000 
4202 420.200000 
5252 437.666667 
6565 437.666667 
8206 455.888889 
10257 466.227273 
12821 474.851852 
16026 516.967742 
20032 4.480429 
25040 676.756757 
31300 680.434783 
39125 663.135593 
48906 688.816901 
61132 664.478261 
76415 795.989583 
95518 53.873660 
119397 801.322148 
149246 777.322917 
186557 89.518714 
233196 496.161702 
291495 320.676568 
364368 368.420627 
455460 351.978362 
569325 361.705845 
711656 353.530055 
889570 371.738404 
