50 370.919881 1059.322034 1168.224299
150 790.398126 1166.205943 1167.416119
250 473.069121 1032.170696 1010.215297
350 105.155888 868.935187 996.073785
450 81.030540 175.501274 174.649933
550 70.939933 151.164249 150.502822
650 69.881642 149.368397 148.464404
750 88.938000 148.377841 146.867403
850 105.498660 146.684004 145.444878
950 200.757017 333.449231 284.223322
