50 88.841507 1712.328767 8928.571429
150 684.584178 9507.042254 15410.958904
250 3316.705583 11531.365314 14348.025712
350 2890.709277 13637.086514 14150.165017
450 1145.880489 14099.489401 13694.770063
550 1013.227529 4192.601366 4294.878414
650 1018.891935 2657.747024 2440.416948
750 1327.055737 2324.918163 2320.212731
850 1505.005453 2266.051931 2309.348325
950 1719.195840 5787.052661 5857.546918
